[14:53:06] [main/INFO] [LaunchWrapper]: Loading tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[14:53:06] [main/INFO] [LaunchWrapper]: Using primary tweak class name net.minecraftforge.fml.common.launcher.FMLServerTweaker
[14:53:06] [main/INFO] [LaunchWrapper]: Calling tweak class net.minecraftforge.fml.common.launcher.FMLServerTweaker
[14:53:06] [main/DEBUG] [FML]: Injecting tracing printstreams for STDOUT/STDERR.
[14:53:06] [main/INFO] [FML]: Forge Mod Loader version 14.23.5.2860 for Minecraft 1.12.2 loading
[14:53:06] [main/INFO] [FML]: Java is Java HotSpot(TM) 64-Bit Server VM, version 1.8.0_311, running on Windows 10:amd64:10.0, installed at C:\Program Files\Java\jre1.8.0_311
[14:53:06] [main/DEBUG] [FML]: Java classpath at launch is:
[14:53:06] [main/DEBUG] [FML]:     server.jar
[14:53:06] [main/DEBUG] [FML]: Java library path at launch is:
[14:53:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\Sun\Java\bin
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS
[14:53:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\Common Files\Oracle\Java\javapath
[14:53:06] [main/DEBUG] [FML]:     C:\Windows\system32
[14:53:06] [main/DEBUG] [FML]:     C:\Windows
[14:53:06] [main/DEBUG] [FML]:     C:\Windows\System32\Wbem
[14:53:06] [main/DEBUG] [FML]:     C:\Windows\System32\WindowsPowerShell\v1.0\
[14:53:06] [main/DEBUG] [FML]:     C:\Windows\System32\OpenSSH\
[14:53:06] [main/DEBUG] [FML]:     C:\Program Files (x86)\NVIDIA Corporation\PhysX\Common
[14:53:06] [main/DEBUG] [FML]:     C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR
[14:53:06] [main/DEBUG] [FML]:     C:\dev\src\Git\cmd
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\system32
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\Wbem
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\WindowsPowerShell\v1.0\
[14:53:06] [main/DEBUG] [FML]:     C:\WINDOWS\System32\OpenSSH\
[14:53:06] [main/DEBUG] [FML]:     C:\dev\compilers\python\python_39\Scripts\
[14:53:06] [main/DEBUG] [FML]:     C:\dev\compilers\python\python_39\
[14:53:06] [main/DEBUG] [FML]:     C:\Users\PC\AppData\Local\Microsoft\WindowsApps
[14:53:06] [main/DEBUG] [FML]:     C:\dev\ides\PyCharm Community Edition 2021.1.3\bin
[14:53:06] [main/DEBUG] [FML]:     
[14:53:06] [main/DEBUG] [FML]:     C:\dev\compilers\python\python_39_selenium\chromedriver.exe
[14:53:06] [main/DEBUG] [FML]:     C:\Users\PC\AppData\Local\Google\Cloud SDK\google-cloud-sdk\bin
[14:53:06] [main/DEBUG] [FML]:     .
[14:53:06] [main/DEBUG] [FML]: Determined Minecraft Libraries Root: C:\Users\PC\Desktop\Server\libraries
[14:53:06] [main/DEBUG] [FML]: Cleaning up mods folder: .\mods
[14:53:06] [main/DEBUG] [FML]: Examining file: # LibLoader.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: ElenaiDodge-1.12.2-2.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: EnchantmentDescriptions-1.12.2-1.1.20.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: EnhancedVisuals_v1.4.4_mc1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: EntityCulling-1.12.2-4.2.5.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: FamiliarFauna-1.12.2-1.0.11.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: FancyBlockParticles-1.12.x-2.4.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: FantasticLib-1.12.2.047.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: firstaid-1.6.20.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: FishingMadeBetter-1.12.2-2.2.4.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: foamfix-0.10.14-1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: FoodExpansion1.3.3-1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: ForgeEndertech-1.12.2-4.5.6.0-build.0619.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Forgelin-1.8.4.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: forgottenitems-1.12.2-1.3.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: FriendlyEndermite_v1.0.1_mc1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: fxcontrol-1.12-0.1.15.jar
[14:53:06] [main/DEBUG] [FML]: Found existing ContainedDep META-INF/libraries/mcjtytools-1.12-0.0.21.jar(com.github.mcjty:mcjtytools:0.0.21) from C:\Users\PC\Desktop\Server\mods\memory_repo\com\github\mcjty\mcjtytools\0.0.21\mcjtytools-0.0.21.jar extracted to .\mods\fxcontrol-1.12-0.1.15.jar, skipping extraction
[14:53:06] [main/DEBUG] [FML]: Examining file: mcjtytools-0.0.21.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: GlobalGameRules-1.12.2-2.2.7.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: GooglyEyes-1.12.2-7.1.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: grapplemod-1.12.2-v12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: iceandfire-1.7.1-1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: iChunUtil-1.12.2-7.2.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: InfernalMobs-1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Inspirations-1.12.2-0.2.9.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: InventoryTweaks-1.64+dev.151.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: ISeeDragons-1.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: ItemPhysic_Full_1.4.37_mc1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: itlt-1.12.x-1.0.4.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: IvToolkit-1.3.3-1.12.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: jei_1.12.2-4.16.1.302.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Level Up! 2-1.1.23-1.12.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: librarianlib-1.12.2-4.22.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: llibrary-1.7.20-1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Found existing ContainedDep llibrary-core-1.0.11-1.12.2.jar(net.ilexiconn:llibrary-core:1.0.11-1.12.2) from C:\Users\PC\Desktop\Server\mods\memory_repo\net\ilexiconn\llibrary-core\1.0.11-1.12.2\llibrary-core-1.0.11-1.12.2.jar extracted to .\mods\llibrary-1.7.20-1.12.2.jar, skipping extraction
[14:53:06] [main/DEBUG] [FML]: Examining file: llibrary-core-1.0.11-1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Making maven link for net.ilexiconn:llibrary:1.7.20-1.12.2 in memory to C:\Users\PC\Desktop\Server\.\mods\llibrary-1.7.20-1.12.2.jar.
[14:53:06] [main/DEBUG] [FML]: Examining file: LoadingScreens-1.12.2-0.3.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Locks-1.12.2-3.0.0.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: LootTweaker-0.3.1+MC1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: lostcities-1.12-2.0.22.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: lycanitesmobs-1.12.2-2.0.8.5.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: MainMenuScale-1.3.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Mantle-1.12-1.3.3.55.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: mcw-bridges-1.0.6b-mc1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: MmmMmmMmmMmm-1.12-1.14.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: MoBends_1.12.2-1.2.1-19.12.21.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: modtweaker-4.0.20.5.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: MouseTweaks-2.10.1-mc1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: MTLib-3.0.7.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: MultiMine-1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Neat 1.4-17.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: notreepunching-2.0.21.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: OreLib-1.12.2-3.6.0.1.jar
[14:53:06] [main/DEBUG] [FML]: Making maven link for org.orecruncher:OreLib:1.12.2-3.6.0.1 in memory to C:\Users\PC\Desktop\Server\.\mods\OreLib-1.12.2-3.6.0.1.jar.
[14:53:06] [main/DEBUG] [FML]: Examining file: particleculling-1.12.2-v1.3.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: phosphor-1.12.2-0.2.6+build50-universal.jar
[14:53:06] [main/DEBUG] [FML]: Making maven link for me.jellysquid.mods:phosphor:1.12.2-0.2.6+build50 in memory to C:\Users\PC\Desktop\Server\.\mods\phosphor-1.12.2-0.2.6+build50-universal.jar.
[14:53:06] [main/DEBUG] [FML]: Examining file: pigstep-1.12.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Placebo-1.12.2-1.6.0.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: playerbosses-1.12.2-1.1.0.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: PotionCore-1.9_for_1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: PotionFingers-r1.0-8.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: QualityTools-1.0.7_for_1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Quark-r1.6-179.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: RealBench-1.12.2-1.3.3.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: RealisticTorches-1.12.2-2.1.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: RebornCore-1.12.2-3.19.5-universal.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: RecurrentComplex-1.4.8.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Reskillable-1.12.2-1.13.0.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: ResourceLoader-MC1.12.1-1.5.3.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: RLTweaker-1.12.2-0.5.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: RoguelikeDungeonsFnarEdition-1.12.2-2.4.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: roughTweaks0.2.4-1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Ruins-1.12.2.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: rustic-1.1.7.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: ScalingHealth-1.12.2-1.3.42+147.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SereneSeasons-1.12.2-1.2.18-universal.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SetBonus-1.12.2.020.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: ShieldBreak-1.0.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SilentLib-1.12.2-3.0.14+168.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SimpleDifficulty-1.12.2-0.3.9.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: sit-1.12.2-v1.3.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SnowRealMagic-1.12.2-0.6.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SoManyEnchantments-0.5.5.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SoundFilters-0.12.1_for_1.12.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: spartandefiled-1.0.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: spartanfire-0.05.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SpartanHUDBaubles-1.12.2-1.0.0.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SpartanShields-1.12.2-1.5.5.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SpartanWeaponry-1.12.2-1.4.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SpawnerControl-1.6.3b.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: SRParasites-1.12.2v1.9.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: StandardExpansion-3.4.173.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: switchbow-1.6.8.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: TickProfiler-1.12-0.0.10.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: tnt_utilities-mc1.12-1.2.3.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Toast Control-1.12.2-1.8.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: ToolBelt-1.12.2-1.9.14.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Traverse-1.12.2-1.6.0-69.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Trinkets and Baubles-0.31.4.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: trumpetskeleton-1.12-1.0.2.1.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: tschipplib-1.12.2-1.1.7.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: tumbleweed-1.12-0.4.7.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: VariedCommodities_1.12.2-(13Jan22).jar
[14:53:06] [main/DEBUG] [FML]: Examining file: Waystones_1.12.2-4.1.0.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: WearableBackpacks-1.12.2-3.1.4.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: WolfArmorAndStorage-3.8.1+1.12.2.alpha.1-SNAPSHOT-signed.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: XPFromHarvest-1.12.2-1.2.0.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: xptome-1.12.2-v1.1.6.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: YungsLaw-1.12.2-1.0.4.jar
[14:53:06] [main/DEBUG] [FML]: Examining file: [___MixinCompat-0.8___].jar
[14:53:06] [main/DEBUG] [FML]: Examining file: _MixinBootstrap-1.1.0.jar
[14:53:06] [main/DEBUG] [FML]: File already proccessed C:\Users\PC\Desktop\Server\.\mods\DynamicSurroundingsHuds-1.12.2-3.6.0.0.jar, Skipping
[14:53:06] [main/DEBUG] [FML]: File already proccessed C:\Users\PC\Desktop\Server\.\mods\memory_repo\com\github\mcjty\mcjtytools\0.0.21\mcjtytools-0.0.21.jar, Skipping
[14:53:06] [main/DEBUG] [FML]: File already proccessed C:\Users\PC\Desktop\Server\.\mods\memory_repo\net\ilexiconn\llibrary-core\1.0.11-1.12.2\llibrary-core-1.0.11-1.12.2.jar, Skipping
[14:53:06] [main/DEBUG] [FML]: File already proccessed C:\Users\PC\Desktop\Server\.\mods\llibrary-1.7.20-1.12.2.jar, Skipping
[14:53:06] [main/DEBUG] [FML]: File already proccessed C:\Users\PC\Desktop\Server\.\mods\OreLib-1.12.2-3.6.0.1.jar, Skipping
[14:53:06] [main/DEBUG] [FML]: File already proccessed C:\Users\PC\Desktop\Server\.\mods\phosphor-1.12.2-0.2.6+build50-universal.jar, Skipping
[14:53:06] [main/DEBUG] [FML]: Enabling runtime deobfuscation
[14:53:06] [main/DEBUG] [FML]: Instantiating coremod class FMLCorePlugin
[14:53:06] [main/DEBUG] [FML]: Found signing certificates for coremod FMLCorePlugin (net.minecraftforge.fml.relauncher.FMLCorePlugin)
[14:53:06] [main/DEBUG] [FML]: Found certificate e3c3d50c7c986df74c645c0ac54639741c90a557
[14:53:06] [main/DEBUG] [FML]: Added access transformer class net.minecraftforge.fml.common.asm.transformers.AccessTransformer to enqueued access transformers
[14:53:06] [main/DEBUG] [FML]: Enqueued coremod FMLCorePlugin
[14:53:06] [main/DEBUG] [FML]: Instantiating coremod class FMLForgePlugin
[14:53:06] [main/DEBUG] [FML]: Found signing certificates for coremod FMLForgePlugin (net.minecraftforge.classloading.FMLForgePlugin)
[14:53:06] [main/DEBUG] [FML]: Found certificate e3c3d50c7c986df74c645c0ac54639741c90a557
[14:53:06] [main/DEBUG] [FML]: Enqueued coremod FMLForgePlugin
[14:53:06] [main/DEBUG] [FML]: All fundamental core mods are successfully located
[14:53:06] [main/DEBUG] [FML]: Discovering coremods
[14:53:06] [main/INFO] [FML]: Searching C:\Users\PC\Desktop\Server\.\mods for mods
[14:53:06] [main/DEBUG] [FML]:   Adding # LibLoader.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding AdHooks-1.12.2-3.3.1.0-build.0626.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding Advanced-Fishing-1.12.2-1.3.3.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding AIReducer-1.12.2-0.3.0.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding alcatrazcore-1.0.4.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding antiqueatlas-1.12.2-4.6.3.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding anvilpatch-1.1.1.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding Aquaculture-1.12.2-1.6.8.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding armorunder-mc1.12.2-1.0.0.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding astikorcarts-1.12.2-0.1.2.8.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding AutoRegLib-1.3-32.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding base-1.12.2-3.14.0.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding BattleTowers-1.12.2.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding Baubles-1.12-1.5.2.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding BedBreakBegone-1.0.1.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding bettercaves-1.12.2-2.0.4.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding BetterCombat-1.12.2-1.5.6.jar to the mod list
[14:53:06] [main/DEBUG] [FML]:   Adding BetterFoliage-MC1.12-2.3.3.jar to the mod list
